user,hike_id
morgan,san fedelino traversata da sorico a casenda_46.21_9.41
Lucia,monte fai anello da bracchio_45.98_8.46
Sky,verso la cima di garina dalla val camadra_46.57_8.93
Marcel und Desiree,piz tuf 2834m_46.63_9.35
Giaco,brezzo di bedero linea cadorna_45.98_8.72
Sky,pointe des gros six 2873 m_45.99_7.17
phile,azad kuh_36.15_51.44
Menek,ovunque tu lo prenda questo il sentiero dell uccellatore_45.77_10.13
beppe,monte bollettone da como_45.83_9.13
Makubu,chilpen und tenniker flue_47.44_7.82
Max64,ferrata picasass monte camoscio monte zughero_45.9_8.47
siso,cascina nuova all alpe di pesci m 1814 m ciaspolata con raclette_46.52_8.6
pyromanov,mount khustup east west ridge in 3 days roundtrip from kapan armenia_39.17_46.42
kleopatra,col campeggia_45.83_11.75
Gherard,durchs arzmoos zur kronberger alm_47.69_12.06
peter86,monte galero 1708 m dal colle san bernardo_44.16_8.03
peter86,pizzo arera 2512 m_45.93_9.8
Poge,pizzo di corbella pizzo d orgnana cima di nimi cima di aiarlo_46.24_8.77
Nitt Gashi,mt rrogami oder ragami 2484m_42.43_19.84
Bertrand,bergji en travers e herbriggen randa par h schbiel le bisse du birchbach et le pont suspendu_46.11_7.8
QuerJAG,winterstaude 1877m_47.39_9.95
Poge,cima di nomnom_46.37_9.15
Stijn,sassauna girenspitz_47.01_9.71
giorgio59m,capanna cremorasco tanta pioggia e tanta allegria_46.15_9.01
Luidger,wanderung im parco regionale della vena del gesso romagnola_44.23_11.75
Francesco,monte generoso da mendrisio loc t avra_45.9_9.01
Menek,autunno quattro passi in val palot con gambe sotto il tavolo rifugio piardi_45.79_10.18
Alberto C.,monte stivo m 2059 traversata_45.91_10.96
Massimo,alpe di paglio santa rita per creste_46.03_9.45
martynred,quasi pizzo bianco 3215 m_45.96_7.93
Bikyfi,gipfel trio im kanton schwyz_47.08_8.95
ser59,dosso fal m grione m sparavera malga lunga croce corna lunga_45.82_9.99
cappef,punta della forcola 1984 m_46.07_8.11
beppe,corno mara mt 2807_46.21_9.93
saimon,le pipe 2667 m con nebbia_46.53_8.79
QuerJAG,alpen eidenen wis und rohr mit wish hi 1684m_47.27_9.49
Roald,corn alv 2992 m and piz campagnung 2825 m_46.49_9.71
Riosambesi,pointe de la galoppaz 1681m_45.56_6.06
Sky,march violenhorn 2876 m e augstbordhorn 2971 m_46.25_7.81
Riosambesi,aiguillette des posettes 2201m_46.01_6.94
D!nu,groot h rnli_47.38_8.95
igor,gerenhorn 3076m e pizzo pesciora 3120m_46.51_8.49
Bertrand,fiesch oberwald rando trail sur le gommer h henweg_46.47_8.24
Menek,i romani in lombardia ci arrivarono con l ercavallo 3011mt 3068mt_46.31_10.56
cai56,valle di san martino il sentiero 801_45.8_9.47
Margit,zum saarl ndischen landesh hepunkt schimmelkopf 694 8 m_49.58_6.81
Roald,schiberg 2043 m hike from w gitalersee_47.09_8.94
cristina,l envers du lac gel 2915 m pointe de medzove 2845 m e mont bel plat 2818 m_45.66_7.58
cristina,monte stabio 2536 m_45.93_10.39
paoloski,da brunate al monte palanzone per la dorsale lariana_45.85_9.15
siso,motto del toro 2219 m_46.5_8.66
Marco86,monte camino 2397m da oropa_45.64_7.96
milan,premium wanderwege rappenfelsensteig im s dschwarzwald_47.75_8.21
paoloski,monte generoso baraghetto sasso bianco_45.93_9.03
Marco86,meravigliosa balconata sul monte bianco mont de la saxe 2345m e testa bernarda 2534m_45.82_7
Bertrand,petite travers e des grigne j1 lecco rifugio porta par le monte coltignone_45.89_9.39
360,anderson peak from donner pass_39.29_-120.31
ZvB,winterraumzeitkontinuum zwischen schlern und rosengarten_46.5_11.57
saimon,corno di gesero 2227 m cima delle cigogne 2201 m ad anello_46.19_9.13
cappef,traversata veglia devero_46.28_8.2
cai56,val fontana passo saline e passo gard_46.27_10.03
ivanbutti,pioda di crana_46.18_8.46
Gherard,schwarzeckalm vom tatzelwurm_47.68_12.1
83_Stefan,puflatsch 2174 m unter riesen_46.56_11.6
Menek,per salire al pizzo bisogna passare da un tornello 2687 mt_46.02_10.11
ser59,torre di baione mengol casse larghe cimon della bagozza_46.02_10.25
Riosambesi,reculet 1719m in der haute cha ne du jura_46.26_5.92
Sky,roc de la tsa 2911 m_46.18_7.55
QuerJAG,90 jahre lustenauer h tte 1243m_47.38_9.81
Gabri,ospizio sottile e lago di plaida splendida val vogna dorata_45.8_7.9
Riosambesi,tour des opies 496m rundtour in den alpillen_43.71_4.97
carpintero,schn erliweg mit fortsetzung zur paliis nideri_47.15_9.29
froloccone,pizzo fiorasca 2362 m_46.37_8.6
Sky,attorno al mont des ritses 2916 m_46.06_7.48
Sky,cima di mughera 1161 m_45.82_10.78
Max64,rosa dei banchi 3164m cima beccher 2940m_45.6_7.54
siso,gana rossa e cima 2240 m sulla cresta nw del poncione di tremorgio_46.5_8.69
cristina,mulat 2150 m viezzena 2490 m e le pezze 2374 m_46.33_11.64
cristina,sassongher 2665 m e cindr 2560 m_46.57_11.82
cristina,av val maggia pizzo di corbella 2068 m pizzo di orgnana 2219 mott di pegor 2169 m e cima 2100_46.24_8.77
cristina,corno di bles 2750 m mataciul 2845 m e rovaia 2525 m_46.27_10.44
Stijn,tschirpen via ferrata h rnli former via ferrata_46.77_9.64
Makubu,von kandersteg via gurnigel nach sunnb el_46.47_7.66
ADI,jennwand 2962m der marmorberg_46.59_10.73
cristina,sasso piatto 2969 m_46.49_11.7
cai56,rifugiom erler_46.2_10
Bertrand,zion observatory pt et emerald pools_37.27_-112.93
Lucia,zwischbergental_46.13_8.09
pomatt,balma dei cervi valle antigorio_46.24_8.33
morgan,monte lema da dumenza val dumentina_46.03_8.81
cai56,passo cassana e oltre_46.56_10.1
morgan,tamaro e gradiccioli val veddasca_46.1_8.86
kardirk,im banne des myrdalsj kull wanderung zwischen den schluchten_63.54_-18.91
tricky,ruessifluegrat und esel ostwand_46.97_8.24
Gabri,testa di pian fret 2715m splendida autunnale val clavalit_45.68_7.51
Bertrand,lees ferry colorado belv d re du springfield overlook et canyon du cathedral wash_36.85_-111.61
CampoTencia,auf dem appenzellerweg mit abstecher zum spitzli_47.29_9.31
brown,capanna osola con castagne_46.32_8.72
Nitt Gashi,der treskavec 2437m klein vrtop 2474_42.11_20.87
cappef,pizzo pernice 1506 m_45.98_8.51
quacamozza,sa talaia h chster gipfel auf ibiza_38.92_1.28
Riosambesi,la pin a 1771m_45.3_5.74
Bergamotte,schlafsteine r ssegg gitziturm schilt_47.05_9.1
Francesco,cima de nomnom 2633 m lagh de calvaresc 2214 m_46.36_9.14
Marco86,tra val loana e val grande cima della laurasca 2195m_46.08_8.48
milan,premium wanderwege albertine steig am schienerberg_47.71_8.87
Luidger,vordere goinger halt_47.55_12.32
atal,proman dal cr t dul b s n lung valgrande_46.01_8.37
Marcel und Desiree,rad ner rothorn 3022m berschreitung_46.73_9.96
ZvB,zahnzwischenr ume_47.59_11.04
Schneemann,grosse runde um den hohen kasten_47.29_9.49
QuerJAG,hirschberg 1834m via w lfersgunten und r schersguntenalpe sch nenbach und mellenstockvors_47.37_9.99
D!nu,rund um den oeschinensee_46.5_7.71
m323,pizzo di claro da maruso con giro ad anello_46.28_9.05
D!nu,ch ligang klettersteig_46.45_7.56
johnny68,breithorn 2599 m binntal im l rchengold_46.35_8.15
paolo aaeabe,sodadura ma neanche tanto dura_45.94_9.52
D!nu,elsighorn_46.52_7.62
Bertrand,colorado rim trail_36.07_-112.14
peter86,monte antoroto 2144 m e monte grosso 2006 m anello da valdinferno_44.2_7.93
cai56,giro del pizzo stella_46.39_9.4
Mo6451,poujols und der berg ohne namen_43.75_3.32
Max64,monte tovo 2230m per la via ferrata nito staich alpi biellesi_45.64_7.97
joe,rossstock_46.93_8.7
ivanbutti,giro ad anello al pizzo alto_46.07_9.43
joe,strihe berschreitung_47.44_8.05
MichaelG,neunkircher h he 605m ab gadernheim_49.72_8.76
Luidger,sch ne tour ber die halbinsel von portofino_44.32_9.18
beppe,monte bregagno mt 2107_46.08_9.22
Roald,tiaun 2704 m bike hike from davos wiesen_46.71_9.69
Roald,gfroren horn 2746 m hike from sertig_46.72_9.87
MatthiasG,segnas sardona und durchs martinsloch zur ck_46.91_9.22
Sky,piz spadolazzo 2722 m_46.48_9.37
giorgio59m,pizzo prevat 2876mt e giubin 2776mt_46.57_8.61
Mo6451,der weite weg nach st amans_43.71_3.29
martynred,pizzo ragno 2289 m_46.12_8.42
Bertrand,brienzergrat trail automnal du br nigpass interlaken_46.74_7.99
Poge,cima d ometto monte bimella monte camparient_45.75_8.08
Nitt Gashi,maja e verl s veternik 2410m 2461m_42.62_20.2
Stijn,schafnase nw ridge rossflue_46.81_8.1
Bergamotte,vom jochpass zum rotsandnollen 2700m_46.79_8.36
Menek,una cima di 3161 mt chiamata monticello_46.3_10.44
Poge,il giro del villano_45.08_7.16
Bombo,via cresta del lambro zur capanna campo tencia_46.46_8.75
Bombo,campo tencia 3072m via cresta dei tre corni_46.44_8.72
Luidger,zwei tage auf der pfeish tte und drei gipfel_47.36_11.34
Geissbock,tourenwoche tagestouren von freiburger h tte_47.18_9.97
Max64,monte torretta 2538m e gran lago parco monte avic_45.64_7.58
beppe,monte generoso giro ad anello da muggio_45.92_9.02
Max64,monte gorio 2593m_46.29_8.3
siso,rifugio alpe caviano 967 m_45.89_9.01
Bergamotte,berschreitung silberi 2200m_47.15_9.26
paoloski,pizzo cramalina_46.24_8.62
Bertrand,half dome yosemite rando familiale version xxl_37.74_-119.54
tricky,cresta dei corni via campo tencia gesamte nordwest grat berquerung_46.46_8.72
QuerJAG,n gelekopf 1693m via unter und oberosterguntenalpe bullerschkopf und hohe kirche_47.41_10.01
saimon,3x 3000 quasi 4 pizzo croslina tencia tenca quasi penca_46.45_8.75
Giaco,hexensteig_46.8_8.69
Giaco,ferrata del diavolo_46.64_8.6
adrimiglio,alla ricerca dell alpe forno superiore devero_46.34_8.28
milan,kapf 1153m ab meschach_47.34_9.68
Uli_CH,altweibersommer berschreitung der marwees 2055 m_47.27_9.41
Marco86,bellissima gita autunnale al sangiatto 2387m e corbernas 2578m_46.32_8.28
Roald,rossalpelispitz 2075 m golden october at w gitalersee_47.08_8.95
atal,pizzo e cengia dei croselli valle antigorio_46.29_8.38
D!nu,klimserhorn_47_8.25
Riosambesi,cime de juisse 2580m_44.1_7.34
siso,pizzo dell uomo 2663 m_46.56_8.78
Riosambesi,pic de gleize 2161m_44.63_6.05
QuerJAG,tschugga 1881m via vorder hinterspina und leitere weg_47.07_9.43
gabri83,pizzo scala_46.05_9.71
joe,berschreitung hombergegg und gisliflue_47.42_8.09
Riosambesi,galtymore 919m_52.35_-8.17
Riosambesi,struicin 440m_52.04_-9.64
Riosambesi,killarney national park torc waterfall torc mountain_52_-9.51
Roald,tgapeala cotschna 2712 m bike hike from alvaneu dorf_46.7_9.65
Roald,muchetta 2622 m bike hike from filisur_46.67_9.72
Max64,pizzo topera 2480 anello per il lago d agaro_46.3_8.31
Bertrand,magie du yosemite glacier point par les 3 trails_37.72_-119.57
beppe,monte spluga cima desenigo mt 2845_46.18_9.56
Poge,pizzo led m 2503_46.25_9.32
Makubu,reise zum mittelpunkt des kantons basel landschaft_47.47_7.72
Amadeus,un re con un castello 2889 mt_46.04_10.5
roncherese,prima volta al tamaro_46.09_8.84
Riosambesi,muckross lake umrundung_52.01_-9.53
siso,alpe di pesci m 1814 m_46.51_8.57
Linard03,aragats 4090m eine winterliche besteigung_40.5_44.18
giorgio59m,cima di biasca 2574mt mezza giornata di fatica_46.35_9.03
MunggaLoch,hochgrat eine familien runde_47.5_10.05
Poge,cima delle miniere zuc di valbona zucco di cam_45.99_9.47
Max64,monte castello 2612m anello per i valloni di noaschetta e ciamousseretto noasca to_45.47_7.31
83_Stefan,gei stein 2363 m k nig der stlichen kitzb heler alpen_47.35_12.46
D!nu,geissfluegrat_47.42_7.96
Sky,corna mozza 1429 m_45.95_10.12
paoloski,ponte tibetano carasc e chiesa di san bernardo_46.19_8.99
ser59,m toro pizzo e passo di valbona_46.06_9.77
Luidger,cinque terre hoch ber der k ste von levanto nach vernazza_44.15_9.65
Giaco,monte bregagno_46.08_9.22
CampoTencia,pass dal fuorn god tamangur s charl_46.68_10.33
QuerJAG,katzenk pfe 1495m 1579m via bergstigla_47.16_9.84
Luidger,ruhige k stenwanderung von moneglia nach sestri levante_44.25_9.44
Roald,hike to bockmattli 1932 m in fresh powder snow_47.1_8.94
pame,musala 2925m h chster berg bulgariens_42.2_23.58
D!nu,hasenmatt_47.24_7.47
Simone86,monte rotondo 2 495m da premana_46.06_9.47
Poge,poncione della costa_45.87_9.1
siso,pizzo del nar t 2588 m_46.49_8.55
QuerJAG,saulakopf 2517m via latschenfresserweg heinrich h ter h tte l nerkrinne und b ser tritt_47.07_9.77
Poge,monte castello cima delle balme monte ventolaro_45.79_8.08
beppe,pizzo val grande di valle mt 2529 anello all alpe veglia_46.26_8.15
Poge,monte nero monte maggiorasca ciapa liscia e tutto ci che sta nel mezzo_44.56_9.49
cristina,tete colon o pointe de bechet 1917 m e tete du mont 1897 m_45.64_7.67
ZvB,simmering und sonnenschein was braucht man mehr zum gl cklich sein_47.29_10.89
D!nu,edelgrat zuckerhut grenchenberg_47.23_7.41
Gherard,wirtsalm_47.69_12.09
cai56,laghi di torena da carona_46.12_10.1
magius,tri b cc mendrisio la casa dei pagani_45.88_8.99
ZvB,warteschleife auf dem simmering_47.28_10.89
ZvB,hungriger bergsteiger auf dem lustige bergler steig_47.18_11.3
pame,mid or 2169m h chster berg serbiens_43.39_22.65
passiun_ch,eine goldene wanderung zum aussichtspunkt chap tsch l_46.45_9.96
peter86,monte matto 1837m e monte sillara 1861 m dai lagoni_44.38_10.05
peter86,monte marmagna 1851 m monte braiola 1819m e monte orsaro 1830m da lagdei_44.4_10
milan,hochschwarzwald im herbst b rental feldberg 1493m todtnauerh tte_47.87_8.09
Poge,monte pl e monte doubia_45.33_7.33
Menek,con la pioggia o con la neve monte serottini 2963 mt_46.27_10.36
ivanbutti,pizzo stella martschenspitz sopra le nuvole_46.33_8.48
cai56,sass negher_46.12_9.32
Poge,pizzo d alben e pizzo cornagiera_46.03_9.44
saimon,pizzo centrale 2999 2 m_46.57_8.6
igor,l gia 3080m pizzo baratin 3037m pizzocramorino 3134m vogelberg 3218m rheinquellhorn 3200m_46.47_9.05
cai56,monte bregagno_46.11_9.24
tricky,girenspitz beim pizol_46.97_9.41
Bergamotte,zuestoll 2235m bers schn erli_47.15_9.28
Giaco,campo dei fiori_45.86_8.76
QuerJAG,breithorn 2081m von garsella via alpe steiris und oberpartnomalpe_47.22_9.89
cai56,cima vallocci_46.08_9.73
igor,cima d aspra 1848m_46.24_9
siso,pizzo ruscada 2004 m_46.18_8.62
Max64,monte togano e pizzo tignolino anello ai confini della valgrande_46.1_8.37
Poge,cime pietre bianche e monte crabun_45.65_7.79
ser59,periplo presolana con tre cime cima polzone m visolo pizzo corzene_45.95_10.05
cristina,creste val biandino con pizzo tre signori 2554 m_46_9.49
Menek,ol varadega l na b la bega 2634 mt_46.27_10.31
froloccone,madone di c medo 2446 m e pizzo della rossa 2482 m_46.33_8.58
beppe,anello tra bisbino colmegnone e sasso gordona_45.89_9.08
Poge,monte mater monte loccia di peve monte alom_46.15_8.4
Curi,kranzbergrunde_47.45_11.24
83_Stefan,osterfeuerspitze 1368 m schnelles ziel ber dem loisachtal_47.6_11.21
Curi,gehrenspitze ber nazenlehn_47.39_11.14
Menek,monte foppa al posto di un aviolo ghiacciato_46.18_10.38
cappef,pizzo bombogn 2331 m_46.29_8.49
ser59,colma s glisente m fra m crestoso_45.89_10.28
ejain,skaftafell_64.02_-16.96
ejain,for t de mervent_46.53_-0.76
Francesco,pizzo quadro mancato_46.4_9.31
atal,la cresta tra rosenza e olocchia valle anzasca_45.96_8.16
Nitt Gashi,der gjeravica internationale bergsteigertreffen rasa e zogut 2017_42.53_20.15
Riosambesi,yildiz 2552m_40.11_36.93
Riosambesi,ince burun das anatolische nordkap_42.09_34.95
Poge,monte zucchero_46.33_8.75
SCM,auf das winterliche platthorn 3345m_46.03_7.73
Stijn,monviso_44.7_7.09
tignoelino,punta dell usciolo anello in valstrona_45.94_8.25
SCM,ber den f rstensteig auf die alpspitz_47.15_9.55
Giaco,marmontana_46.16_9.14
Giaco,pizzo di claro_46.28_9.07
MatthiasG,spitzmeilen und wissmeilen_47.04_9.25
Poge,punta chaparelle punta della gruvera punta serange_45.71_7.91
SCM,an der ruine friesenburg vorbei zum etliberg_47.36_8.49
SCM,zum sonnenaufgang auf den piz cavradi_46.64_8.67
SCM,zur geplanten jubil umsbr cke zwischen oberland und unterland_47.19_9.55
pame,wildspitze 3770m von tiefenbachferner breslauer h tte_46.89_10.9
paoloski,san nicolao_45.88_8.99
siso,passo quadrella 2137 m_46.29_8.48
Nitt Gashi,der windige berg maja e konjushk s 2572m_42.16_20.95
Curi,gleirschklamm_47.4_11.28
beppe,grignone da balisio_45.94_9.41
Simone86,gaggio 2 267m da san defendente_46.21_8.97
carpintero,val trupchun_46.61_10.04
carpintero,margunet_46.67_10.23
NrcSlv,gta dell ossola da molini macugnaga a gondo_46.1_8.15
Curi,seefelder seenrunde gespenstisch_47.32_11.15
cristina,da carnino al marguareis lungo la cresta caplet perteg_44.16_7.7
Riosambesi,musala 2925m_42.2_23.58
cristina,dalla cima delle roccate 2480 al mongioie 2630 m_44.16_7.8
Riosambesi,hasan da nordostgipfel 3230m_38.14_34.17
Riosambesi,nationalpark g reme_38.63_34.84
martynred,monte rotondo 2622 m_42.21_9.06
Riosambesi,nemrut da i 2935m gratwanderung ber einem der gr ten kraterseen der erde_38.64_42.27
Riosambesi,s phan 4058m h chster wandergipfel der t rkei_38.92_42.87
Curi,kircht rme zwischen kammel und g nz_48.4_10.34
SCM,ber den etliberg nach adliswil_47.34_8.51
Makubu,wanderung zu giessen und l chern im baselbiet_47.43_7.91
Poge,monte armelio monte capra monte gonio val trebbia_44.77_9.47
paoloski,monte legnone_45.86_8.81
cai56,il vecchio sentiero fra san cassiano e prata camportaccio_46.29_9.4
kleopatra,hoher ziegspitz_47.5_10.99
Poge,monte civetta_46.38_12.08
Sky,p3112 tra col de la rionde e col de cluson_46.05_7.32
Bergamotte,berglauf von balsthal nach olten_47.34_7.8
Menek,un giro senza passaporto al pizzo tre confini 2824 mt_46.04_10.05
Marcel und Desiree,preda fuorcla laviner 3022m spinas_46.56_9.78
83_Stefan,laubeneck 1758 m die nebelalm und der hauch der geschichte_47.6_11
Margit,tochuhorn westgipfel 2661 m ein sch ner wanderberg_46.25_8.01
Marcel und Desiree,fuorcla mulix 2869m_46.58_9.74
peter86,rasciesa di dentro 2317 m e rasciesa di fuori 2281 m anello da ortisei_46.6_11.69
ser59,corno bles m mattaciul cima rovaia_46.27_10.44
Gherard,hohe asten vom bichlersee_47.69_12.12
paoloski,roveredo open art_46.23_9.11
SCM,von kirchberg nach kitzb hel und zur ck_47.46_12.35
QuerJAG,klausberg 961m von der bregenzer ach via br ndlevors und tanna_47.4_9.86
SCM,von w rgl nach westendorf_47.45_12.14
SCM,neben und auf der bregenzer ach_47.49_9.8
Francesco,cima morticci monte cossarello 2710 m pointe de lazouney 2579 m_45.73_7.92
Poge,monte coldai gruppo civetta_46.4_12.04
milan,geierk pfe westgipfel 2143m ber das teufelstal_47.51_10.85
Margit,aletsch zum anfassen rundtour zum m rjelensee_46.42_8.09
Poge,sasso vernale e cima ombretta gruppo marmolada_46.42_11.87
beppe,sasso san martino m crocione m tremezzo da griante_45.99_9.21
Margit,rundwanderung ab t rbel ber moosalp und yakpfad_46.24_7.84
giorgio59m,pizzo erra 2417mt un bel anello ma poco micologico_46.44_8.88
cristina,mont gel 3519 m_45.89_7.39
Bertrand,travers e des cr tes du jura sud de bellegarde saint cergue trailrun 64k 3600m_46.28_5.99
cristina,punta founset 2800 m punta cialancia 2855 m e punta cornour 2869 m_44.86_7.07
cristina,monte palavas o tete du pelvas 2929 m_44.83_7.02
cristina,punta basei 3338 m da rhemes notre dame_45.51_7.11
igor,monte boglia 1516m_46.01_8.98
cappef,bivacco combi lanza 2409 m_46.31_8.24
siso,rifugio g b ferraro 2080 m_45.86_7.74
carpintero,raaberg_47.17_9.15
tricky,brichlig und die wegfindung_46.72_8.81
ser59,quattro giorni in val formazza da chioso a riale_46.36_8.38
Riosambesi,cime de l agnel cima dell agnello 2927m_44.13_7.32
Menek,corno bles 2750mt e cima rovaia 2525 return in val can_46.27_10.44
frmat,elbrus nordroute_43.44_42.53
Roald,felsberger calanda 2697 m bike hike from unterkunkels_46.87_9.43
